"","year","id","race","sex","age","region","childhoodFamIncome","highestDegree","spouseHighestDegree","householdSize","currentFamIncome","hrsUsuallyWork","hrsSpouseUsuallyWork","maritalStatus","numChildren","afraidWalkNightNeighborhood","troubleSleeping","jobSatisfaction","jobStressful","happiness","health","hrsEmailPerWeek","hrsWWWperWeek"
"607",2018,607,"Other","Female",64,"W. sou. central","Below average","High school","Lt high school",2,"$25000 or more",NA,NA,"Married",4,"","","","No issp","Very happy","",0,NA
"608",2018,608,"White","Female",39,"W. sou. central","Average","High school","Bachelor",4,"$25000 or more",NA,NA,"Married",3,"No","Never","Very satisfied","Hardly ever","Very happy","Good",1,5
"609",2018,609,"White","Female",42,"W. sou. central","Average","Lt high school","Lt high school",5,"$6000 to 6999",NA,NA,"Married",3,"Yes","","","No issp","Pretty happy","Good",NA,NA
"610",2018,610,"Other","Male",22,"W. sou. central","Don't know","Lt high school","",5,"Don't know",NA,NA,"Never married",0,"Yes","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Good",9,25
"611",2018,611,"Other","Male",51,"W. sou. central","Far below average","Lt high school","Lt high school",3,"$15000 - 19999",NA,NA,"Married",6,"Yes","Rarely","Very satisfied","Sometimes","Not too happy","Good",NA,NA
"612",2018,612,"Other","Female",40,"W. sou. central","Far below average","Lt high school","",2,"$25000 or more",NA,NA,"Divorced",5,"No","Never","Very satisfied","Never","Not too happy","Good",NA,NA
"613",2018,613,"Other","Male",40,"W. sou. central","Below average","Lt high school","",2,"$25000 or more",NA,NA,"Divorced",2,"Yes","Rarely","Very satisfied","Never","Pretty happy","Good",0,14
"614",2018,614,"White","Female",24,"W. sou. central","Average","High school","High school",5,"$25000 or more",NA,NA,"Married",1,"","","","No issp","Very happy","",8,6
"615",2018,615,"White","Female",27,"W. sou. central","Below average","Lt high school","",5,"$5000 to 5999",NA,NA,"Never married",3,"","","","No issp","Pretty happy","",0,1
"616",2018,616,"Other","Female",34,"W. sou. central","Far below average","Lt high school","Lt high school",4,"$20000 - 24999",NA,NA,"Married",2,"Yes","","","No issp","Pretty happy","Good",NA,NA
"617",2018,617,"Other","Female",24,"W. sou. central","Average","High school","",3,"$8000 to 9999",NA,NA,"Never married",0,"No","","","No issp","Pretty happy","Excellent",NA,NA
"618",2018,618,"Other","Female",34,"W. sou. central","Above average","High school","Don't know",4,"$4000 to 4999",NA,NA,"Married",2,"","","","No issp","Very happy","",1,2
"619",2018,619,"Other","Female",44,"W. sou. central","Average","Bachelor","Junior college",3,"$15000 - 19999",NA,NA,"Married",2,"Yes","","","No issp","Pretty happy","Excellent",NA,NA
"620",2018,620,"White","Female",80,"W. sou. central","Average","High school","",1,"$25000 or more",NA,NA,"Widowed",4,"","","","No issp","Pretty happy","",3,0
"621",2018,621,"White","Female",61,"W. sou. central","Average","Bachelor","Bachelor",2,"Refused",NA,NA,"Married",2,"","","","No issp","Pretty happy","",12,40
"622",2018,622,"Black","Female",39,"W. sou. central","Average","High school","",5,"$25000 or more",NA,NA,"Divorced",3,"Yes","Rarely","Somewhat satisfied","Hardly ever","Pretty happy","Excellent",7,56
"623",2018,623,"White","Female",41,"W. sou. central","Above average","Graduate","",3,"$25000 or more",NA,NA,"Never married",1,"","Rarely","Very satisfied","Sometimes","Very happy","",20,10
"624",2018,624,"Other","Male",34,"W. sou. central","Above average","High school","Junior college",4,"$25000 or more",NA,NA,"Married",2,"No","Rarely","Very satisfied","Sometimes","Very happy","Fair",2,6
"625",2018,625,"White","Female",70,"W. sou. central","Average","Graduate","High school",2,"Don't know",NA,NA,"Married",3,"No","","","No issp","Pretty happy","Excellent",1,1
"626",2018,626,"White","Female",49,"W. sou. central","Average","High school","",4,"$25000 or more",NA,NA,"Separated",3,"No","Never","Somewhat satisfied","Sometimes","Pretty happy","Good",NA,NA
"627",2018,627,"Other","Female",59,"W. sou. central","Average","Graduate","Bachelor",3,"Refused",NA,NA,"Married",1,"","","","No issp","Pretty happy","",5,6
"628",2018,628,"Black","Female",31,"W. sou. central","Average","Graduate","",2,"$25000 or more",NA,NA,"Never married",1,"No","Often","Very satisfied","Sometimes","Not too happy","Good",NA,NA
"629",2018,629,"White","Male",77,"W. sou. central","Average","Bachelor","",1,"$25000 or more",NA,NA,"Separated",1,"No","","","No issp","Pretty happy","Good",2,3
"630",2018,630,"White","Female",40,"W. sou. central","Don't know","Bachelor","",1,"Don't know",NA,NA,"Divorced",3,"No","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Excellent",3,10
"631",2018,631,"Black","Female",53,"South atlantic","No answer","Graduate","Graduate",2,"Refused",NA,NA,"Married",1,"No","Never","Somewhat satisfied","No answer","Very happy","Good",NA,NA
"632",2018,632,"Black","Female",29,"South atlantic","Average","High school","",1,"$15000 - 19999",NA,NA,"Never married",3,"","","","No issp","Pretty happy","",0,50
"633",2018,633,"Black","Female",39,"South atlantic","Average","High school","",1,"$25000 or more",NA,NA,"Never married",1,"No","Never","Not too satisfied","Often","Pretty happy","Excellent",NA,NA
"634",2018,634,"Black","Female",27,"South atlantic","Above average","High school","",2,"$25000 or more",50,NA,"Never married",1,"","Rarely","Somewhat satisfied","Sometimes","Pretty happy","",40,6
"635",2018,635,"Black","Male",62,"South atlantic","Above average","Graduate","",1,"$25000 or more",NA,NA,"Divorced",3,"No","Sometimes","Very satisfied","Hardly ever","Pretty happy","Good",5,4
"636",2018,636,"Black","Female",48,"South atlantic","Average","High school","",2,"$10000 - 14999",NA,NA,"Separated",4,"Yes","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Fair",NA,NA
"637",2018,637,"Other","Female",28,"South atlantic","Below average","High school","Lt high school",3,"$25000 or more",NA,NA,"Married",1,"","Never","Very satisfied","Hardly ever","Pretty happy","",5,8
"638",2018,638,"Black","Male",47,"South atlantic","Average","High school","High school",6,"$10000 - 14999",NA,NA,"Married",6,"No","","","No issp","Very happy","Good",0,10
"639",2018,639,"Black","Female",42,"South atlantic","Far below average","High school","",1,"$25000 or more",NA,NA,"Never married",1,"","Sometimes","Somewhat satisfied","Always","Very happy","",1,6
"640",2018,640,"White","Female",38,"South atlantic","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",3,"","Sometimes","Somewhat satisfied","Hardly ever","Pretty happy","",10,4
"641",2018,641,"White","Male",53,"South atlantic","Average","Bachelor","Bachelor",3,"$25000 or more",40,NA,"Married",1,"No","Often","Very satisfied","Hardly ever","Very happy","Good",0,2
"642",2018,642,"Black","Male",40,"South atlantic","Average","High school","",3,"$25000 or more",NA,NA,"Divorced",4,"No","Rarely","Somewhat satisfied","Sometimes","Very happy","Excellent",NA,NA
"643",2018,643,"White","Male",57,"South atlantic","Below average","Junior college","High school",2,"Refused",NA,NA,"Married",2,"","Never","Very satisfied","Hardly ever","Very happy","",25,10
"644",2018,644,"White","Male",51,"South atlantic","Average","High school","High school",3,"$25000 or more",NA,NA,"Married",1,"No","Never","Very satisfied","Hardly ever","Very happy","Good",10,6
"645",2018,645,"White","Female",60,"South atlantic","Average","Junior college","",1,"$10000 - 14999",NA,NA,"Separated",2,"No","","","No issp","Pretty happy","Fair",NA,NA
"646",2018,646,"White","Female",55,"South atlantic","Far below average","Graduate","",1,"$25000 or more",NA,NA,"Divorced",0,"","Never","Very satisfied","Hardly ever","Pretty happy","",7,0
"647",2018,647,"White","Female",40,"South atlantic","Average","High school","Lt high school",2,"$25000 or more",NA,NA,"Married",3,"No","Rarely","Very satisfied","Often","Very happy","Good",10,2
"648",2018,648,"White","Male",25,"South atlantic","Average","Lt high school","Lt high school",3,"Don't know",NA,NA,"Married",2,"","Never","Very satisfied","Hardly ever","Pretty happy","",NA,NA
"649",2018,649,"Other","Female",19,"South atlantic","Far below average","Lt high school","",2,"$15000 - 19999",NA,NA,"Never married",0,"","","","No issp","Very happy","",0,0
"650",2018,650,"Other","Male",46,"South atlantic","Below average","Lt high school","",1,"$20000 - 24999",NA,NA,"Never married",0,"Yes","","","No issp","Not too happy","Fair",NA,NA
"651",2018,651,"Black","Female",60,"South atlantic","Below average","Lt high school","",1,"$10000 - 14999",NA,NA,"Divorced",5,"","","","No issp","Pretty happy","",NA,NA
"652",2018,652,"Other","Female",22,"South atlantic","Average","High school","",2,"$4000 to 4999",NA,NA,"Never married",2,"Yes","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Good",2,35
"653",2018,653,"Black","Female",29,"South atlantic","Average","Graduate","",2,"$25000 or more",NA,NA,"Never married",0,"Yes","Rarely","Somewhat satisfied","Hardly ever","Very happy","Good",14,28
"654",2018,654,"Black","Male",28,"South atlantic","Above average","Bachelor","",1,"$25000 or more",NA,NA,"Never married",0,"No","Sometimes","Somewhat satisfied","Hardly ever","Not too happy","Good",NA,NA
"655",2018,655,"Black","Female",36,"South atlantic","Below average","High school","",1,"$10000 - 14999",NA,NA,"Never married",2,"","Never","Somewhat satisfied","Sometimes","Pretty happy","",1,6
"656",2018,656,"White","Female",29,"South atlantic","Average","Bachelor","High school",4,"$25000 or more",NA,NA,"Married",2,"Yes","","","No issp","Very happy","Excellent",NA,NA
"657",2018,657,"Black","Male",40,"South atlantic","Far below average","High school","Junior college",2,"$25000 or more",NA,NA,"Married",2,"","Never","Very satisfied","Hardly ever","Pretty happy","",2,30
"658",2018,658,"White","Male",47,"South atlantic","Average","High school","High school",1,"$25000 or more",NA,NA,"Married",0,"Yes","Never","Very satisfied","Always","Very happy","Excellent",NA,NA
"659",2018,659,"Black","Female",NA,"South atlantic","Below average","High school","",1,"$25000 or more",NA,NA,"Never married",1,"","No answer","No answer","No answer","Pretty happy","",20,40
"660",2018,660,"Black","Male",51,"South atlantic","Average","High school","",2,"$25000 or more",NA,NA,"Divorced",2,"No","Never","Somewhat satisfied","Sometimes","Pretty happy","Good",3,2
"661",2018,661,"White","Male",63,"South atlantic","Average","High school","",1,"$15000 - 19999",NA,NA,"Never married",0,"No","","","No issp","Not too happy","Good",NA,NA
"662",2018,662,"Black","Male",33,"South atlantic","Below average","High school","",1,"$25000 or more",NA,NA,"Never married",0,"No","Never","Very satisfied","Always","Pretty happy","Excellent",20,40
"663",2018,663,"Black","Female",47,"South atlantic","Average","High school","High school",3,"$25000 or more",NA,NA,"Married",2,"Yes","No answer","No answer","No answer","Pretty happy","Fair",NA,NA
"664",2018,664,"Other","Female",26,"South atlantic","Far below average","High school","High school",4,"$25000 or more",NA,NA,"Married",1,"No","Sometimes","Very satisfied","Sometimes","Pretty happy","Good",30,40
"665",2018,665,"Black","Male",68,"South atlantic","Below average","Bachelor","High school",2,"$25000 or more",NA,NA,"Married",2,"No","Often","Somewhat satisfied","Sometimes","Very happy","Excellent",1,5
"666",2018,666,"Black","Female",36,"South atlantic","Below average","Bachelor","High school",2,"$25000 or more",NA,NA,"Married",1,"No","Sometimes","Somewhat satisfied","Always","Pretty happy","Good",NA,NA
"667",2018,667,"White","Male",34,"South atlantic","Below average","Junior college","",1,"$25000 or more",NA,NA,"Never married",0,"","Sometimes","Very satisfied","Often","Pretty happy","",0,4
"668",2018,668,"Black","Female",30,"South atlantic","Average","Bachelor","",4,"Refused",NA,NA,"Never married",0,"No","Often","Somewhat satisfied","Often","Pretty happy","Fair",NA,NA
"669",2018,669,"White","Female",71,"South atlantic","Average","High school","Graduate",2,"$25000 or more",NA,NA,"Married",2,"","","","No issp","Pretty happy","",10,10
"670",2018,670,"White","Female",28,"South atlantic","Above average","High school","",2,"$25000 or more",NA,NA,"Never married",0,"Yes","Often","Very satisfied","Sometimes","Pretty happy","Good",NA,NA
"671",2018,671,"Black","Male",65,"South atlantic","Below average","Bachelor","High school",1,"$25000 or more",NA,NA,"Married",2,"","Sometimes","Somewhat satisfied","Sometimes","Very happy","",1,2
"672",2018,672,"White","Male",49,"South atlantic","Far below average","High school","Graduate",3,"Refused",NA,NA,"Married",4,"No","Rarely","Very satisfied","Often","Very happy","Good",NA,NA
"673",2018,673,"White","Male",32,"South atlantic","Above average","High school","",1,"$20000 - 24999",NA,NA,"Divorced",1,"","Rarely","Somewhat satisfied","Sometimes","Pretty happy","",1,20
"674",2018,674,"White","Female",21,"South atlantic","Average","High school","",2,"$4000 to 4999",NA,NA,"Never married",0,"No","","","No issp","Pretty happy","Excellent",2,16
"675",2018,675,"White","Female",38,"South atlantic","Above average","Junior college","High school",4,"$25000 or more",NA,NA,"Married",2,"Yes","Sometimes","Somewhat satisfied","Sometimes","Very happy","Good",2,5
"676",2018,676,"White","Male",22,"South atlantic","Below average","High school","",4,"$25000 or more",NA,NA,"Never married",0,"No","Often","Not too satisfied","Sometimes","Pretty happy","Good",NA,NA
"677",2018,677,"Black","Male",50,"South atlantic","Below average","High school","",2,"$25000 or more",NA,NA,"Divorced",3,"No","Rarely","Very satisfied","Hardly ever","Pretty happy","Good",7,25
"678",2018,678,"Black","Male",86,"South atlantic","Below average","High school","Junior college",3,"$10000 - 14999",NA,NA,"Married",4,"","","","No issp","Very happy","",0,NA
"679",2018,679,"Other","Female",59,"South atlantic","Average","High school","Junior college",4,"$25000 or more",NA,NA,"Married",4,"","Never","Very satisfied","Never","Not too happy","",NA,NA
"680",2018,680,"Black","Female",28,"South atlantic","Above average","Junior college","",3,"$25000 or more",NA,NA,"Divorced",0,"No","","","No issp","Not too happy","Fair",1,30
"681",2018,681,"Black","Male",54,"South atlantic","Above average","High school","Bachelor",2,"$25000 or more",NA,NA,"Married",2,"No","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Good",NA,NA
"682",2018,682,"Black","Female",71,"South atlantic","Average","Bachelor","Bachelor",2,"$25000 or more",10,NA,"Married",0,"","Rarely","Very satisfied","Never","Very happy","",0,NA
"683",2018,683,"Black","Female",58,"South atlantic","Far below average","Junior college","High school",4,"$25000 or more",NA,NA,"Married",2,"No","Never","Somewhat satisfied","Sometimes","Pretty happy","Good",37,40
"684",2018,684,"White","Female",88,"South atlantic","Below average","Lt high school","",3,"Don't know",NA,NA,"Widowed",2,"","","","No issp","Pretty happy","",0,NA
"685",2018,685,"White","Male",34,"South atlantic","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",2,"No","Never","Very satisfied","Hardly ever","Pretty happy","Good",NA,NA
"686",2018,686,"White","Female",52,"South atlantic","Below average","High school","",2,"$15000 - 19999",NA,NA,"Never married",4,"No","","","No issp","Pretty happy","Fair",NA,NA
"687",2018,687,"White","Female",71,"South atlantic","Far below average","Lt high school","Lt high school",5,"Don't know",NA,NA,"Married",2,"No","","","No issp","Not too happy","Excellent",0,3
"688",2018,688,"Other","Female",21,"South atlantic","Average","High school","Lt high school",3,"Don't know",NA,NA,"Married",1,"No","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Fair",1,7
"689",2018,689,"Black","Male",23,"South atlantic","Far below average","High school","",4,"$8000 to 9999",NA,NA,"Never married",2,"No","Rarely","Very satisfied","Hardly ever","Very happy","Excellent",NA,NA
"690",2018,690,"Black","Male",82,"South atlantic","Below average","High school","",1,"$1000 to 2999",NA,NA,"Widowed",0,"Yes","","","No issp","Very happy","Fair",NA,NA
"691",2018,691,"Black","Male",34,"South atlantic","Below average","High school","Junior college",6,"$25000 or more",NA,NA,"Married",3,"Yes","Never","Not too satisfied","Sometimes","Pretty happy","Excellent",NA,NA
